6168,Chris Davis,22,USA,s4418,The Holiday Calendar,"Dramas, Romantic Movies",95 min,0.7771717527004951
23118,David Smith,58,Australia,s4972,Layla M.,"Dramas, International Movies",99 min,1.006974628740294
2727,Michael Johnson,20,USA,s2851,The Last Bomb of the Second World War,"Dramas, Independent Movies, International Movies",133 min,2.422773803673281
9329,Sarah Hernandez,80,UK,s5656,Chasing Cameron,"Reality TV, Teen TV Shows",1 Season,1.172983898869988
14495,Katie Smith,52,USA,s6270,Because We're Heading Out,"Comedies, International Movies",99 min,1.7557234644077964
22149,Alex Davis,20,USA,s7825,Raja Hindustani,"Dramas, International Movies, Romantic Movies",177 min,0.34112992959226096
4055,David Jones,27,Canada,s730,Bling Empire - The Afterparty,Movies,36 min,1.600019097996136
14225,Michael Davis,55,Brazil,s6068,A.D. Kingdom and Empire,TV Dramas,1 Season,4.077776473680085
5026,John Davis,49,Mexico,s5010,Judwaa 2,"Action & Adventure, Comedies, International Movies",145 min,1.7265674966560185
7301,Chris Garcia,28,Canada,s6003,2307: Winter's Dream,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",101 min,2.664593532220421
431,John Hernandez,39,Mexico,s6098,Afterschool,"Dramas, Independent Movies",107 min,0.5313625519422305
14493,Chris Garcia,76,Japan,s730,Bling Empire - The Afterparty,Movies,36 min,1.1066996735249235
24756,David Jones,27,Japan,s404,The Movies That Made Us,Docuseries,2 Seasons,3.5349418359549696
24275,James Hernandez,15,Australia,s857,Strain,"Dramas, International Movies",107 min,3.980055523355653
3792,Sarah Williams,62,UK,s3642,The Son,"Dramas, Independent Movies, International Movies",93 min,0.8980017115729466
5927,Sarah Davis,41,India,s3108,Jacob's Ladder,Thrillers,90 min,2.7057245095087863
17079,Jane Williams,14,France,s4742,Switched,"International TV Shows, TV Dramas, TV Mysteries",1 Season,2.9139578738596423
4747,James Williams,22,Germany,s4828,Pacificum: Return to the Ocean,"Documentaries, International Movies",74 min,1.1079711905288603
10988,James Miller,44,Germany,s5026,Veronica,"Horror Movies, International Movies, Thrillers",105 min,3.825166803527829
16962,John Jones,56,UK,s6513,Coffee with D,"Comedies, Independent Movies, International Movies",120 min,2.59581101910084
10594,Jane Hernandez,71,Mexico,s5314,The Lost Brother,"Dramas, International Movies",113 min,4.774495352878356
8512,David Brown,38,USA,s4267,7 Days Out,Docuseries,1 Season,3.30213971042817
15357,David Garcia,42,India,s1804,Stolen Away,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1 Season,2.004514748363852
10888,Emma Garcia,52,Canada,s3775,Black Mirror,"British TV Shows, International TV Shows, TV Dramas",5 Seasons,0.23462730439022916
12108,Jane Jones,27,Brazil,s3127,Bangistan,"Comedies, Dramas, International Movies",134 min,3.9058066781225618
3456,Michael Jones,51,Brazil,s6308,Big Time,Documentaries,90 min,4.689456761271526
20234,Michael Garcia,51,India,s1054,Time Is Illmatic,"Documentaries, Music & Musicals",75 min,2.755391416139049
5871,Alex Miller,65,Brazil,s3357,Nowhere Man,"Crime TV Shows, International TV Shows, TV Action & Adventure",1 Season,0.022754436204795447
15359,Emma Hernandez,47,Australia,s3671,Cities of Last Things,"Dramas, Independent Movies, International Movies",106 min,0.19970169832298212
16900,Alex Garcia,35,India,s5699,Asu Mare 2,"Comedies, International Movies",100 min,1.8971967125985312
21080,Jane Garcia,29,India,s7273,Le K Benzema,"Documentaries, International Movies, Sports Movies",121 min,1.4671953191016973
3163,Alex Jones,44,USA,s6746,Feel Rich,Documentaries,70 min,3.3371154073402387
23414,Katie Smith,62,UK,s5078,Godzilla,TV Shows,1 Season,1.3378128010245787
13291,Jane Garcia,72,Japan,s4553,Monty Python's Life of Brian,"Classic Movies, Comedies, Cult Movies",94 min,1.7388578790877407
15269,David Smith,15,France,s8026,Singularity,"Action & Adventure, Dramas, Sci-Fi & Fantasy",92 min,2.0172165190647435
9172,David Jones,62,USA,s2556,Aerials,"International Movies, Sci-Fi & Fantasy",90 min,0.7235792561632215
23191,Alex Miller,73,UK,s5937,Shrek the Musical,"Children & Family Movies, Comedies, Music & Musicals",130 min,0.6361818055703228
8781,Jane Williams,80,France,s7269,Last,"Crime TV Shows, International TV Shows, Korean TV Shows",1 Season,2.420147145997245
16791,Sarah Hernandez,19,UK,s7890,Room,"Dramas, Independent Movies",118 min,3.1475672836430264
4889,Emma Smith,15,India,s5549,Life 2.0,Documentaries,99 min,4.85581366319902
17265,Katie Johnson,14,Brazil,s4855,Tig Notaro Happy To Be Here,Stand-Up Comedy,58 min,4.027402715932849
20358,John Hernandez,26,Australia,s2225,Funan,"Dramas, International Movies",87 min,1.3488812126014165
9764,Alex Miller,16,Mexico,s643,The Naked Director,"International TV Shows, TV Dramas",2 Seasons,4.491412146837527
10123,Alex Johnson,18,India,s5130,El Camino Christmas,"Comedies, Dramas",89 min,2.289123122524355
19952,Jane Hernandez,17,Brazil,s5331,Los Herederos,"Dramas, International Movies",71 min,0.06900582553265977
4257,Chris Smith,73,USA,s3058,Garfield Gets Real,"Children & Family Movies, Comedies",78 min,4.423475473278563
16974,Emma Miller,54,Canada,s5216,In Laws,"International TV Shows, Romantic TV Shows, TV Dramas",1 Season,4.069742516846132
4693,Chris Davis,60,France,s7327,"Lock, Stock and Two Smoking Barrels","Action & Adventure, Comedies, Independent Movies",108 min,2.1583685697425876
24508,Michael Williams,15,Germany,s8370,The Iron Lady,"Dramas, International Movies",105 min,1.9157321895993984
18208,Katie Garcia,42,Canada,s7724,Pekak,"Dramas, International Movies",95 min,3.0841617102653403
4684,James Garcia,65,USA,s4881,Lo más sencillo es complicarlo todo,"Comedies, International Movies, Romantic Movies",94 min,1.3224500470774752
5759,Michael Garcia,44,UK,s2677,Fauda,"Crime TV Shows, International TV Shows, TV Action & Adventure",3 Seasons,4.6123972312727215
13079,Alex Garcia,51,France,s2974,Hakkunde,"Comedies, Dramas, Independent Movies",93 min,2.3021520559806152
13450,James Miller,32,Mexico,s2402,The Woods,"Crime TV Shows, International TV Shows, TV Dramas",1 Season,3.4479852216947338
18823,Michael Garcia,43,USA,s7265,"Lady, la vendedora de rosas","International TV Shows, Spanish-Language TV Shows, TV Dramas",1 Season,1.5517446141714686
10662,James Miller,52,Brazil,s7881,Rocky II,"Dramas, Sports Movies",119 min,2.6505391543377232
19255,David Miller,76,USA,s6390,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",Kids' TV,1 Season,1.4835841454683534
21686,John Williams,22,UK,s807,Seven Souls in the Skull Castle: Season Moon Jogen,"Action & Adventure, Dramas, International Movies",204 min,3.966713330172138
7923,Chris Garcia,22,USA,s8395,The Little Mermaid,"Children & Family Movies, Dramas",85 min,0.3140054575317952
17199,Emma Garcia,67,USA,s4437,Follow This,Docuseries,3 Seasons,3.9839267688847806
12258,Alex Williams,55,USA,s3981,Crime Diaries: The Candidate,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1 Season,3.946492070749553
20577,Emma Brown,23,Japan,s6764,Fit for Fashion,"International TV Shows, Reality TV",2 Seasons,0.8584267291958203
11267,Alex Miller,20,Germany,s4392,Halkaa,"Comedies, Dramas, Independent Movies",111 min,4.598898469499796
13646,Jane Brown,39,USA,s595,Star Trek,"Action & Adventure, Sci-Fi & Fantasy",128 min,1.6559195191737834
23999,Sarah Davis,75,USA,s2968,Shopkins,Kids' TV,1 Season,2.963292405004748
15520,Chris Martinez,58,Japan,s7493,Monster High: Freaky Fusion,Children & Family Movies,74 min,4.0033183460317465
3958,Chris Smith,75,Mexico,s6542,CRD,"Comedies, Dramas, Independent Movies",110 min,0.30209267373793924
6075,James Smith,38,Australia,s6080,Abnormal Summit,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",2 Seasons,3.183757292547005
695,Emma Jones,33,France,s206,Kyo Kii... Main Jhuth Nahin Bolta,"Comedies, International Movies, Sci-Fi & Fantasy",150 min,2.0165001914264007
14580,James Garcia,25,India,s835,Blue Miracle,"Children & Family Movies, Dramas, Faith & Spirituality",97 min,0.5372604208287773
21394,John Williams,50,India,s1858,The Three Deaths of Marisela Escobedo,"Documentaries, International Movies",110 min,1.6744202402266568
24230,James Davis,24,Mexico,s6651,Driven to Dance,Dramas,99 min,3.12994611218691
14311,David Davis,38,France,s2996,Airplane Mode,"Comedies, International Movies, Romantic Movies",97 min,0.3040724663372141
20113,Katie Smith,13,Brazil,s6274,"\"Behind \"\"The Cove\"\": The Quiet Japanese Speak Out\"","Documentaries, International Movies",105 min,1.1747328451657162
16919,John Hernandez,19,India,s3242,Nailed It! Holiday!,Reality TV,2 Seasons,3.4508085040974352
17232,David Jones,78,Mexico,s5291,Aakhri Adaalat,"Action & Adventure, International Movies",148 min,3.9853240754744417
2382,Michael Garcia,47,India,s5848,Ali Wong: Baby Cobra,Stand-Up Comedy,60 min,1.8459512494588544
2566,James Martinez,35,Australia,s5488,Wild Oats,Comedies,86 min,3.759422609891841
8141,Katie Brown,40,USA,s8592,Time Please,"Comedies, Dramas, International Movies",125 min,2.238597098941228
3292,Jane Smith,13,Germany,s6475,Chloe,"Independent Movies, Thrillers",96 min,2.0796616627838365
7372,John Miller,22,Brazil,s1935,Bully,Documentaries,98 min,0.8404234208806338
5981,John Martinez,40,Canada,s8230,The Bucket List,"Comedies, Dramas",97 min,4.898761199241167
15636,Emma Martinez,52,Brazil,s7096,Irada Pakka,"Comedies, Dramas, International Movies",137 min,3.123962717853302
23788,Jane Brown,35,Canada,s6110,Albion: The Enchanted Stallion,Children & Family Movies,106 min,2.649543165096744
7567,Jane Garcia,38,UK,s3893,Street Food,Docuseries,1 Season,4.9498697507967035
12815,John Johnson,25,Canada,s3276,Llama Llama,Kids' TV,2 Seasons,2.66925385850538
7144,Chris Davis,70,Mexico,s3005,KD (A) Karuppudurai,"Comedies, Dramas, Independent Movies",116 min,4.1283951311977285
21093,James Garcia,42,Brazil,s8577,This Is Not What I Expected,"Comedies, International Movies, Romantic Movies",107 min,4.8550221888797545
14490,John Martinez,48,UK,s4777,Mossad 101,"International TV Shows, TV Action & Adventure, TV Dramas",2 Seasons,3.149458089372997
1077,John Johnson,16,Australia,s2168,Malibu Rescue: The Next Wave,"Children & Family Movies, Comedies",71 min,3.180950735460643
19012,Katie Jones,33,UK,s8523,The Super,Horror Movies,89 min,2.3459992236441667
22371,David Brown,19,Japan,s3752,Marlon,TV Comedies,2 Seasons,1.5297564519837814
943,Michael Miller,44,India,s1644,The Call,"International Movies, Thrillers",112 min,1.2879461340014902
18508,Chris Miller,60,UK,s1376,BONDING,"TV Comedies, TV Dramas",2 Seasons,0.5403680810738959
4191,Emma Johnson,75,USA,s5161,Beat Bugs: All Together Now,"Children & Family Movies, Music & Musicals",51 min,3.0455285639618213
17144,Jane Johnson,51,Germany,s873,Sleight,"Dramas, Independent Movies, Sci-Fi & Fantasy",89 min,4.790739263391526
1898,Katie Miller,80,Canada,s6175,Anthony Bourdain: Parts Unknown,Docuseries,5 Seasons,4.4097632368911475
10212,David Martinez,44,Germany,s6442,Chalay Thay Saath,"Comedies, Dramas, International Movies",118 min,4.402850424941359
24561,Sarah Miller,57,Japan,s2313,Pek Yakında,"Comedies, International Movies",134 min,2.058200395542455
22407,John Brown,24,USA,s3752,Marlon,TV Comedies,2 Seasons,0.3731053157155012
11329,Alex Smith,36,France,s4535,Super Monsters Save Halloween,Children & Family Movies,25 min,3.543518410410109
21403,Chris Williams,50,Germany,s6464,Chhota Bheem Ka Troll Se Takkar,Movies,62 min,3.837990357837173
13315,Katie Miller,33,Australia,s2259,Stateless,"International TV Shows, TV Dramas",1 Season,0.4400645807092607
9325,Jane Martinez,47,Canada,s4586,Motor Mitraan Di,"Comedies, International Movies",117 min,1.4637708368273905
24375,Michael Garcia,26,Canada,s3618,Theo Von: No Offense,Stand-Up Comedy,67 min,3.0680081525930385
3247,Emma Brown,80,France,s7031,Hurricane Bianca,Margaret Cho,Alan Cumming,1.612606959786076
21812,Alex Miller,55,Mexico,s7877,Roberto Saviano: Writing Under Police Protection,"Documentaries, International Movies",45 min,4.5880218540828075
18456,Jane Johnson,28,USA,s5781,Welcome Mr. President,"Comedies, International Movies",99 min,1.708470616383011
8695,John Miller,28,Canada,s1270,Geez & Ann,"Dramas, International Movies, Romantic Movies",106 min,3.689999364187399
15527,Chris Williams,66,Australia,s7349,Love Rain,"International TV Shows, Korean TV Shows, Romantic TV Shows",1 Season,4.66482078376775
675,Alex Garcia,63,Australia,s2496,Especial 20 años Fútbol de Primera,"Docuseries, International TV Shows, Spanish-Language TV Shows",1 Season,0.6357129756976343
11400,Chris Brown,56,UK,s5239,For Your Own Good,"Comedies, International Movies",93 min,1.5703335086944707
6230,Jane Davis,40,Germany,s6350,Bobbi Jene,Documentaries,99 min,1.649587581950599
1446,Katie Miller,77,UK,s2525,Magic for Humans,"Reality TV, TV Comedies",3 Seasons,1.1323784184971764
21799,Chris Smith,14,Japan,s2799,3022,"Independent Movies, Sci-Fi & Fantasy, Thrillers",91 min,0.004976366915078745
9810,Jane Jones,27,Germany,s3139,Holy Expectations,"Children & Family Movies, Comedies, International Movies",89 min,0.6759481885406898
16657,Sarah Hernandez,18,France,s1580,Mr. Iglesias,"TV Comedies, Teen TV Shows",3 Seasons,0.010767561382932223
13907,Katie Jones,36,Canada,s4378,Trevor Noah: Son of Patricia,Stand-Up Comedy,64 min,0.45169913833270403
13264,Jane Williams,42,Japan,s4471,Dragon Tiger Gate,"Action & Adventure, International Movies",94 min,0.1329931189558925
3586,Emma Jones,15,USA,s1099,Mandela,"Comedies, Dramas, International Movies",140 min,0.8591746508888815
3884,Jane Hernandez,41,France,s5231,Christina P: Mother Inferior,Stand-Up Comedy,59 min,3.8952719123997164
2687,Katie Miller,32,Germany,s3861,Crime Diaries: Night Out,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1 Season,1.8216082023052165
18016,John Garcia,47,Germany,s8394,The Little Hours,"Comedies, Independent Movies",89 min,0.34321389947506886
8007,Jane Smith,22,Brazil,s5706,The Violin Player,"Dramas, Independent Movies, International Movies",72 min,2.946372914989139
7970,David Hernandez,18,Australia,s8544,The Unborn Child,"Horror Movies, International Movies",93 min,2.5382851224102927
21025,Emma Hernandez,34,Mexico,s3088,Yanxi Palace: Princess Adventures,"International TV Shows, TV Dramas",1 Season,2.819871102349568
5317,Emma Brown,43,Australia,s1718,The Liberator,"TV Action & Adventure, TV Dramas",1 Season,2.170311651286798
