1668,Sarah Johnson,41,USA,s6367,Boy and the World,Children & Family Movies,80 min,4.766379539954054
3335,Katie Brown,80,Canada,s6637,Doubles Cause Troubles,"Action & Adventure, Comedies, International Movies",94 min,1.9625983874576336
4715,James Miller,34,Australia,s6791,Four Christmases,"Comedies, Romantic Movies",88 min,0.11028077121856106
8608,Jane Jones,23,France,s7590,Ninja Turtles: The Next Mutation,"Kids' TV, TV Comedies",1 Season,2.9702750666549504
11445,John Brown,39,Brazil,s2868,All The Bright Places,"Dramas, Romantic Movies",109 min,0.7883917965007758
6531,John Hernandez,70,Japan,s7463,Mirzya,"Dramas, International Movies, Music & Musicals",129 min,4.042547499082715
19635,Emma Williams,30,France,s2728,How to Fix a Drug Scandal,"Crime TV Shows, Docuseries",1 Season,0.7801560309412076
7545,John Hernandez,58,France,s6562,Danny Says,"Documentaries, Music & Musicals",103 min,1.438575554206678
7458,Chris Williams,73,Mexico,s4135,Manusangada,"Dramas, Independent Movies, International Movies",93 min,1.3498047799315815
18317,John Garcia,54,Mexico,s3861,Crime Diaries: Night Out,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1 Season,1.9292465029926182
19558,Sarah Brown,66,Germany,s7439,Melodies of Life - Born This Way,"International TV Shows, Romantic TV Shows, TV Comedies",1 Season,3.7261324070954367
23667,Sarah Smith,75,India,s3642,The Son,"Dramas, Independent Movies, International Movies",93 min,0.721848803701669
548,Alex Garcia,27,UK,s5812,Behind Enemy Lines,"British TV Shows, Docuseries",1 Season,0.7613944298532016
20571,Katie Davis,41,India,s8455,The Pink Panther,"Children & Family Movies, Comedies",93 min,2.6732657037149146
23337,Michael Hernandez,16,Australia,s4203,Horrid Henry,"British TV Shows, Kids' TV, TV Comedies",2 Seasons,4.411829878649818
12568,Jane Smith,39,Canada,s291,Untold: Malice at the Palace,"Documentaries, Sports Movies",70 min,3.236556984909984
10946,Jane Smith,49,Mexico,s4320,Mowgli: Legend of the Jungle,"Action & Adventure, Children & Family Movies, Dramas",105 min,2.88905172710988
20476,Sarah Davis,27,Germany,s6850,Ghost Town Gold,Reality TV,1 Season,3.4799460214897096
12392,Jane Miller,56,France,s242,Manifest,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",3 Seasons,0.7364334052079391
16609,Alex Hernandez,30,Canada,s979,Deliha,"Comedies, International Movies, Romantic Movies",102 min,1.0048885343224523
5513,Sarah Hernandez,60,Australia,s3450,Creeped Out,"British TV Shows, Kids' TV, TV Thrillers",2 Seasons,1.2480682399598648
15312,Katie Martinez,76,India,s6353,Bobby Sands: 66 Days,Documentaries,106 min,3.52120690868873
5222,Michael Miller,70,Germany,s4510,Soorma,"Dramas, International Movies, Sports Movies",131 min,3.127898878774922
15730,Katie Jones,52,India,s608,The Strangers,"Horror Movies, Thrillers",85 min,1.342906611591106
18275,Sarah Davis,45,Mexico,s8808,Parasyte: The Grey,"Sci-fi, Horror, Action",1 Season,2.8188619373558845
